date,pair,logx,logy,alpha_active,beta_active,spread,zscore
2021-02-01,GC=F/SI=F,7.528761808004793,3.3809266692147575,-2.419652299775716,0.7289659270066438,0.31236813840604416,4.673008697480552
2021-02-02,GC=F/SI=F,7.512344432560291,3.2727577953123244,-2.419652299775716,0.7289659270066438,0.21616697181352862,1.1804876643122426
2021-02-03,GC=F/SI=F,7.5132726829311105,3.2913081177758663,-2.419652299775716,0.7289659270066438,0.23404063138501208,1.6639056666217358
2021-02-04,GC=F/SI=F,7.489356198444698,3.2666368719736605,-2.419652299775716,0.7289659270066438,0.22680368786718308,1.4060076773859842
2021-02-05,GC=F/SI=F,7.501579251729026,3.2963552478791827,-2.419652299775716,0.7289659270066438,0.24761187440444488,1.9421531746977096
2021-02-08,GC=F/SI=F,7.513108971918594,3.3167282139665804,-2.419652299775716,0.7289659270066438,0.259580067325726,2.1799720704075987
2021-02-09,GC=F/SI=F,7.514963261469409,3.31039701399383,-2.419652299775716,0.7289659270066438,0.2518971534516279,1.8629853793982833
2021-02-10,GC=F/SI=F,7.517846871140569,3.298573835783363,-2.419652299775716,0.7289659270066438,0.2379719220440979,1.422738918061588
2021-02-11,GC=F/SI=F,7.509280483373071,3.297391206165415,-2.419652299775716,0.7289659270066438,0.24303389722618274,1.5041375889509363
2021-02-12,GC=F/SI=F,7.507470501346992,3.3077288366618216,-2.419652299775716,0.7289659270066438,0.2546909429480957,1.7422781849145483
2021-02-15,GC=F/SI=F,7.507470501346992,3.3077288366618216,-2.684248678192622,0.7660882966385533,0.24059222641334088,1.3280442532922518
2021-02-16,GC=F/SI=F,7.493985150027005,3.307582439748252,-2.684248678192622,0.7660882966385533,0.25077679932207264,1.5295444436806422
2021-02-17,GC=F/SI=F,7.479356087677898,3.3073993610894825,-2.684248678192622,0.7660882966385533,0.26180087411974995,1.741065397900944
2021-02-18,GC=F/SI=F,7.480653900712717,3.298684646643885,-2.684248678192622,0.7660882966385533,0.2520919202969525,1.4424627855103758
2021-02-19,GC=F/SI=F,7.482006332094636,3.305126942586888,-2.684248678192622,0.7660882966385533,0.25749813438626035,1.525980582384629
2021-02-22,GC=F/SI=F,7.499257228753742,3.3351644175778707,-2.684248678192622,0.7660882966385533,0.2743198993401803,1.8780839993234604
2021-02-23,GC=F/SI=F,7.497983419064535,3.3209269000269606,-2.684248678192622,0.7660882966385533,0.2610582324843165,1.497871724304409
2021-02-24,GC=F/SI=F,7.493539954804132,3.3270842938885026,-2.684248678192622,0.7660882966385533,0.27061971231228554,1.6790619293960307
2021-02-25,GC=F/SI=F,7.481217630355155,3.3191554231880107,-2.684248678192622,0.7660882966385533,0.2721308301595382,1.686424726105698
2021-02-26,GC=F/SI=F,7.454777803932255,3.273439781040906,-2.684248678192622,0.7660882966385533,0.24667042960017138,1.0338563318707792
2021-03-01,GC=F/SI=F,7.451532002887814,3.2826765498685324,-2.684248678192622,0.7660882966385533,0.25839376862116126,1.2918320574777484
2021-03-02,GC=F/SI=F,7.4576669773683975,3.2902658351623124,-2.684248678192622,0.7660882966385533,0.26128312176519053,1.3242236322153977
2021-03-03,GC=F/SI=F,7.447343299882009,3.271733907671709,-2.684248678192622,0.7660882966385533,0.2506600427751806,1.020778922669316
2021-03-04,GC=F/SI=F,7.438501141464211,3.236086862198492,-2.684248678192622,0.7660882966385533,0.22178687138286257,0.26717195700508406
2021-03-05,GC=F/SI=F,7.437206366871292,3.2291033438153547,-2.684248678192622,0.7660882966385533,0.2157952646621446,0.09655598658669488
2021-03-08,GC=F/SI=F,7.425179057672149,3.228430028604794,-2.684248678192622,0.7660882966385533,0.22433593026910081,0.29475754867989706
2021-03-09,GC=F/SI=F,7.448100855061783,3.263772733177555,-2.684248678192622,0.7660882966385533,0.2421185141237432,0.7359580527390006
2021-03-10,GC=F/SI=F,7.450951282778578,3.2620119122699283,-2.684248678192622,0.7660882966385533,0.2381740139018662,0.6057721358510254
2021-03-11,GC=F/SI=F,7.451415914192235,3.2643080013454604,-2.684248678192622,0.7660882966385533,0.24011415428914518,0.6351703115093161
