Date,mod_a,mod_b,mod_c,garch_fc_vol,egarch_fc_vol,rv_yz
2025-05-15,0.7996090320059341,0.6318735146406966,0.7431601784811771,1.3155312557903651,0.8160778335718253,1.5643798108475333
2025-05-16,0.7645599962548401,0.6014500005732663,0.6973318500191693,1.1926909146914677,0.7626759698670047,1.494956896184482
2025-05-19,0.7152572462368538,0.5539182517925612,0.6574895997768245,1.099161583226024,0.7162716942725661,1.4983466494933224
2025-05-20,0.741648061946715,0.577874829817026,0.6230205715831335,0.9916615102866242,0.6687728112564628,1.462252486679208
2025-05-21,0.8292899312411423,0.6680057014879863,0.6247437622114277,0.9175723837638486,0.7029611219018671,1.43412149696339
2025-05-22,1.2105378018831068,0.9938783904901081,1.1521951294644739,1.1444775850970117,1.0693968638448337,1.2535219498400108
2025-05-23,1.1518007229905092,0.9903911662785604,1.0583902555037923,1.03106473722166,0.9890218395894808,1.2618935738113073
2025-05-27,1.2610342946305113,1.0858538040456707,1.0529958034580245,0.9919715859640504,1.0579104384384053,1.317413675681254
2025-05-28,0.9817985256079806,0.8354306721548673,0.9716427540826438,1.2477654567374887,0.9958664115371448,1.2966793892921176
2025-05-29,1.067431815309672,0.9370446803083666,0.9594707946279746,1.1579412060233163,1.0423680388280183,1.3168558319615689
2025-05-30,0.9941426680276508,0.8886573761798503,0.8873559358699301,1.0513208528008406,0.963911315138572,1.2713178658852369
2025-06-02,0.9870327837969538,0.9149577307847572,0.8263231240430537,0.9609138822461732,0.893699441659328,1.234445769534024
2025-06-03,0.9051014067108222,0.8464570722561108,0.7701314018064934,0.8996044162577038,0.8333764149592646,1.1926806450242218
2025-06-04,0.8330688938664069,0.7828803974096216,0.7209698135057743,0.848721316661858,0.7792884005988574,1.178090983817249
2025-06-05,0.8401007859980003,0.8042406919647709,0.6783359723606471,0.7806478358963216,0.7428899969104026,1.1569849202963347
2025-06-06,0.9350902765134023,0.8903441857555314,0.7004351898098895,0.7609146531611737,0.7997203909416303,1.1560997357783318
2025-06-09,0.7979781421550642,0.7645461546037797,0.6603375199379676,0.8101454659138059,0.7531508877779667,1.1242961586111824
2025-06-10,0.7931441333282025,0.7701733613683941,0.6256656753081234,0.7460022419753854,0.7027230347285215,1.120741609570098
2025-06-11,0.7380902455861402,0.7111293321204205,0.59583762845805,0.7210550245030592,0.6615184472695701,0.9443897338793243
2025-06-12,0.8061589338451289,0.7750427707903682,0.59402656014485,0.6884135546657676,0.6865426832171463,0.935419421147627
2025-06-13,0.7807054161008827,0.7319508424441115,0.5687603524875676,0.6558186266737875,0.6453483640246692,0.9614333898205412
2025-06-16,1.0547040890776271,0.9227544775521956,0.8529060589144165,0.8038636971943796,0.863535300662465,0.9608625644434466
2025-06-17,0.9307763782487203,0.7961610793401082,0.793460639532108,0.8275209688475829,0.8098129901849606,0.9634416370669504
2025-06-18,1.1222184112962321,0.9341692997524911,0.8938372237221087,0.861614720192538,0.9390732189049896,0.9224874492420974
2025-06-20,1.0927910885933154,0.9294986194338418,0.829505504361194,0.791445662126381,0.8841103812052543,0.9195210258447848
2025-06-23,1.1145099097142483,0.9543728369309905,0.7849361356744952,0.742748901454185,0.8759533385986401,0.8787869562604033
2025-06-24,0.983426302149148,0.8182829288751385,0.7339011791998385,0.7884734299104621,0.8212832214006508,0.8814190652703071
2025-06-25,0.8378562772592041,0.6826643197915675,0.689398603010479,0.8471425277158959,0.7732462767658103,0.8288417616637942
2025-06-26,0.819651452113708,0.6921571513682216,0.6507766507431759,0.7779108690094328,0.7223606461009529,0.7146701695918101
2025-06-27,0.7292168838414658,0.6042219063187214,0.6171011977142103,0.7774844775070796,0.6812138573612377,0.7127968676309299
2025-06-30,0.6866599588607467,0.5561600787533151,0.5886087648741246,0.7392115801240879,0.6414314989341559,0.6731818373411839
2025-07-01,0.6613560524450546,0.5140843765779969,0.5642582756248512,0.7041990001691464,0.5759572962577572,0.6434018272799295
2025-07-02,0.6989490321268234,0.543076672543209,0.5438743125177801,0.6573522157035614,0.5603128325617123,0.6209523686146708
2025-07-03,0.6722111092571391,0.5029332420371201,0.5262970128907031,0.6353760248963258,0.5311282761403526,0.6182253722001564
2025-07-07,0.6148815722621128,0.424368598034356,0.5114854198485506,0.6680297356524559,0.5074712604351579,0.6392110809849378
2025-07-08,0.8094951366324769,0.5771877282548304,0.6612941085213075,0.7198005109082745,0.6531587382921636,0.6166981991180367
2025-07-09,0.8134758890909091,0.6030749975082885,0.6274053691956678,0.6713648327177613,0.6344802726578913,0.5948838189508295
2025-07-10,0.7341525374382487,0.5389615639078362,0.5974441420701769,0.6647144219864257,0.5998001372894354,0.5966845657409859
2025-07-11,0.7039081085952786,0.519694827385145,0.5717959406839923,0.6275485303023386,0.5655494247923459,0.6082460231141188
2025-07-14,0.7782854420386317,0.5938257691316075,0.5866657108262109,0.6198356888283301,0.6141490716433617,0.5969142614628437
2025-07-15,0.7679106092519835,0.5827719167861257,0.562602075453716,0.5859022527753244,0.5777877023938375,0.6043652436731926
2025-07-16,0.8540571638112063,0.6624433512581679,0.5963461846109307,0.5979902102199579,0.641142879611199,0.5876466800329512
2025-07-17,0.8092202133004691,0.6258883148446556,0.5708585948250189,0.575760866811719,0.60352961924888,0.5691626252144947
2025-07-18,0.7387720873830073,0.5571383634684289,0.5491534481028427,0.5915981882128455,0.5718183186787917,0.5565011061290761
2025-07-21,0.7578865640800476,0.5846073667647916,0.532455715982796,0.5647579189650928,0.5642631917342156,0.5502454586380237
2025-07-22,0.7443379024046431,0.5723977635836907,0.5166673683812025,0.5400924252343688,0.5324185140211737,0.5338146723883843
2025-07-23,0.750293937880038,0.585162929984523,0.5033979918110971,0.5188285679835779,0.5120081523274913,0.5108774367676926
2025-07-24,0.6552566241825356,0.4898161764901138,0.49228985051142976,0.5971901682555855,0.4905759844478286,0.4895735670862727
2025-07-25,0.6647320956195899,0.5051984100393374,0.48302219905104443,0.5657234051594148,0.470338719799199,0.4860900583788858
2025-07-28,0.6251760889423973,0.4663097105563878,0.47531496013280217,0.5578730601762697,0.4486977219830671,0.4828802632770568
2025-07-29,0.639959033258463,0.49019444148476854,0.46811377585936065,0.5347271707318481,0.4429113575850589,0.475478447498076
2025-07-30,0.708546078411586,0.547732713421725,0.4873003705966794,0.5350024007795301,0.4854742878310581,0.4814799319994258
2025-07-31,0.7281128839263584,0.5790143659873757,0.4841958428172723,0.521720003383788,0.495979405575144,0.5156530840822127
2025-08-01,0.8045085477991686,0.6444634632818594,0.5233600344388804,0.5373852190924719,0.5339820255566291,0.57627074465753
2025-08-04,1.181235827368904,0.9235663667950564,1.0827525998144834,0.9065528038229128,0.9336534630732286,0.5895344933074401
2025-08-05,0.9424572640879874,0.7188058581489919,0.997019043291266,1.0284363613572227,0.8768790608257798,0.5723355952561061
2025-08-06,0.998850883476324,0.7935341565276466,0.9667269270946766,0.968418424996856,0.923035586940978,0.5783713546805951
2025-08-07,0.865531732721936,0.6886041551064972,0.8941409803062124,0.9283715066146389,0.8611463770477115,0.599543039012284
2025-08-08,0.8527811880677595,0.7045435503004257,0.83145771471632,0.8504661649227175,0.8271724896907975,0.5990827506238006
2025-08-11,0.732742599010591,0.6090191883142277,0.7749028801013819,0.8341530682433763,0.7751859638179115,0.5888645927699799
2025-08-12,0.7699496947924127,0.6506191785768592,0.7343353676947799,0.7756796982621907,0.7714005221765989,0.5969047581737493
2025-08-13,0.6412023483300948,0.5277631714680766,0.6899646980542247,0.8282140264847189,0.7273309009749742,0.5902710859506787
2025-08-14,0.6082319966044059,0.501569907307863,0.6514165715134849,0.7686448622203319,0.6815540966924519,0.5717913952445897
2025-08-15,0.6223244977266124,0.5222749555725191,0.6180915194562864,0.7105529547512393,0.6483452813319808,0.5714679339367564
2025-08-18,0.6768338197068596,0.5763318048210794,0.6048117152826141,0.6744732332881721,0.664437005003829,0.5713349615042128
2025-08-19,0.6804037146384684,0.5945202487908703,0.5781816471855075,0.6313394400187967,0.6385415480676134,0.5758985385196166
2025-08-20,0.781175813184623,0.689051520188592,0.6382257932403239,0.6520705616816487,0.7194276517274727,0.5985001846307385
2025-08-21,0.80658463637417,0.7307904973669324,0.6259340310541763,0.6291952777885448,0.7345131991844768,0.6011453711683742
2025-08-22,0.86310502034954,0.7886282815509391,0.639879935162774,0.6275301075058143,0.7750398289812226,0.621902412452395
2025-08-25,0.6618116710537686,0.6008665434176866,0.6081536172309354,0.853013630465894,0.7345280507764986,0.6270557136991557
2025-08-26,0.7364543154575403,0.6809436292371724,0.6344372074740641,0.8143683346607734,0.7829964871266555,0.629264834229991
2025-08-27,0.6724426904100017,0.6326290782571732,0.6040032562448248,0.7622533963332009,0.7324169950729598,0.6268164795361457
2025-08-28,0.6479028514849707,0.6137416070401263,0.5772592411335865,0.7068609205943341,0.6851962438081557,0.6181630925978163
2025-08-29,0.6108040720476724,0.5797980912038494,0.5544758337824046,0.6669120152931871,0.6435505746907724,0.5916761856834047
2025-09-02,0.7393352711371834,0.6882674102574329,0.638249997149636,0.6905537186227703,0.7107124734708221,0.6043583931519106
2025-09-03,0.8878016179431791,0.8049961400370788,0.7449768642241182,0.7354833456842729,0.8273170681173002,0.5981406877740857
2025-09-04,0.7987012969106925,0.7262745529111707,0.6988876507547624,0.7089567726956069,0.7730813380763155,0.5961090510619502
2025-09-05,0.6901014759875164,0.6206708803292527,0.6588851548588492,0.7322375095497679,0.7262055740016196,0.6235816313538673
2025-09-08,0.7371852706652854,0.6750841243798026,0.6467153704033392,0.6982215907499614,0.7458575552568941,0.5980687687426384
2025-09-09,0.6978864368981804,0.6494633843106232,0.6138646688391002,0.6538694808703167,0.6976658435282872,0.5981299389557813
2025-09-10,0.6693189890790094,0.6271904453700973,0.5856881426941368,0.6159585029198609,0.6540065861196722,0.606550523404328
2025-09-11,0.6466370401013242,0.5993813120972344,0.561644025455753,0.5873879102528378,0.6148487616697091,0.6024879951465627
2025-09-12,0.5682858237906523,0.5072563895532148,0.54122887445516,0.6406857904436303,0.5829843900075545,0.5986013988004383
